tm     Tsp    T1     Q1    
 672.0  70.00  68.65  79.94 100.00
 673.0  70.00  68.97  79.92 100.00
 674.0  70.00  68.97  79.93 100.00
 675.0  70.00  68.97  79.94 100.00
 676.0  70.00  68.65  79.97 100.00
 677.0  70.00  68.65  80.03 100.00
 678.0  70.00  68.65  80.10 100.00
 679.0  70.00  68.65  80.17 100.00
 680.0  70.00  68.97  80.20 100.00
 681.0  70.00  68.97  80.22 100.00
 682.0  70.00  68.97  80.18 100.00
 683.0  70.00  68.65  80.22 100.00
 684.0  70.00  68.65  80.27 100.00
 685.0  70.00  68.97  80.28 100.00
 686.0  70.00  68.65  80.32 100.00
 687.0  70.00  68.97  80.29 100.00
 688.0  70.00  68.97  80.29 100.00
 689.0  70.00  68.97  80.28 100.00
 690.0  70.00  68.97  80.25 100.00
 691.0  70.00  68.97  80.18 100.00
 692.0  70.00  68.65  80.15 100.00
 693.0  70.00  68.65  80.15 100.00
 694.0  70.00  68.97  80.12 100.00
 695.0  70.00  68.97  80.13 100.00
 696.0  70.00  68.65  80.16 100.00
 697.0  70.00  68.97  80.17 100.00
 698.0  70.00  68.65  80.16 100.00
 699.0  70.00  68.97  80.14 100.00
 700.0  70.00  68.65  80.18 100.00
 701.0  70.00  68.65  80.19 100.00
 702.0  70.00  68.65  80.26 100.00
 703.0  70.00  68.97  80.29 100.00
 704.0  70.00  68.97  80.30 100.00
 705.0  70.00  68.97  80.30 100.00
 706.0  70.00  68.97  80.28 100.00
 707.0  70.00  68.97  80.22 100.00
 708.0  70.00  68.97  80.16 100.00
 709.0  70.00  68.97  80.14 100.00
 710.0  70.00  68.97  80.11 100.00
 711.0  70.00  68.97  80.04 100.00
 712.0  70.00  68.65  80.06 100.00
 713.0  70.00  68.97  80.01 100.00
 714.0  70.00  68.65  80.04 100.00
 715.0  70.00  68.97  80.01 100.00
 716.0  70.00  68.65  80.02 100.00
 717.0  70.00  68.97  80.00 100.00
 718.0  70.00  68.65  80.06 100.00
 719.0  70.00  68.97  80.08 100.00
 720.0  70.00  68.97  80.10 100.00
 721.0  70.00  68.65  80.14 100.00
 722.0  70.00  68.97  80.16 100.00
 723.0  70.00  68.97  80.16 100.00
 724.0  70.00  68.97  80.15 100.00
 725.0  70.00  68.97  80.14 100.00
 726.0  70.00  68.97  80.12 100.00
 727.0  70.00  68.65  80.09 100.00
 728.0  70.00  68.65  80.13 100.00
 729.0  70.00  68.97  80.11 100.00
 730.0  70.00  68.97  80.11 100.00
 731.0  70.00  68.97  80.07 100.00
 732.0  70.00  68.97  80.06 100.00
 733.0  70.00  68.97  80.01 100.00
 734.0  70.00  68.97  80.00 100.00
 735.0  70.00  68.97  79.99 100.00
 736.0  70.00  68.97  79.93 100.00
 737.0  70.00  68.97  79.93 100.00
 738.0  70.00  68.65  79.95 100.00
 739.0  70.00  68.65  80.00 100.00
 740.0  70.00  68.97  80.02 100.00
 741.0  70.00  68.97  80.03 100.00
 742.0  70.00  68.97  79.99 100.00
 743.0  70.00  68.97  79.95 100.00
 744.0  70.00  68.97  79.95 100.00
 745.0  70.00  68.97  79.95 100.00
 746.0  70.00  68.97  79.94 100.00
 747.0  70.00  68.97  79.93 100.00
 748.0  70.00  68.65  79.96 100.00
 749.0  70.00  68.97  79.97 100.00
 750.0  70.00  68.97  79.97 100.00
 751.0  70.00  68.97  79.97 100.00
 752.0  70.00  68.65  80.00 100.00
 753.0  70.00  68.97  79.97 100.00
 754.0  70.00  68.97  79.93 100.00
 755.0  70.00  68.97  79.94 100.00
 756.0  70.00  68.65  79.98 100.00
 757.0  70.00  68.65  80.03 100.00
 758.0  70.00  68.97  80.06 100.00
 759.0  70.00  68.97  80.08 100.00
 760.0  70.00  68.97  80.08 100.00
 761.0  70.00  68.65  80.11 100.00
 762.0  70.00  68.65  80.16 100.00
 763.0  70.00  68.97  80.14 100.00
 764.0  70.00  68.65  80.19 100.00
 765.0  70.00  68.97  80.21 100.00
 766.0  70.00  68.97  80.21 100.00
 767.0  70.00  68.65  80.20 100.00
 768.0  70.00  68.65  80.25 100.00
 769.0  70.00  68.65  80.30 100.00
 770.0  70.00  68.65  80.36 100.00
 771.0  70.00  68.97  80.35 100.00
 772.0  70.00  68.65  80.35 100.00
 773.0  70.00  68.65  80.41 100.00
 774.0  70.00  68.97  80.43 100.00
 775.0  70.00  68.97  80.43 100.00
 776.0  70.00  68.97  80.37 100.00
 777.0  70.00  68.97  80.31 100.00
 778.0  70.00  68.97  80.29 100.00
 779.0  70.00  68.97  80.22 100.00
 780.0  70.00  68.97  80.19 100.00
 781.0  70.00  68.97  80.16 100.00
 782.0  70.00  68.65  80.12 100.00
 783.0  70.00  68.97  80.07 100.00
 784.0  70.00  68.65  80.06 100.00
 785.0  70.00  68.97  80.03 100.00
 786.0  70.00  68.97  80.03 100.00
 787.0  70.00  68.65  80.02 100.00
 788.0  70.00  68.97  80.01 100.00
 789.0  70.00  68.65  80.06 100.00
 790.0  70.00  68.97  80.08 100.00
 791.0  70.00  68.97  80.09 100.00
 792.0  70.00  68.97  80.09 100.00
 793.0  70.00  68.65  80.13 100.00
 794.0  70.00  68.97  80.14 100.00
 795.0  70.00  68.97  80.13 100.00
 796.0  70.00  68.97  80.12 100.00
 797.0  70.00  68.65  80.10 100.00
 798.0  70.00  68.97  80.11 100.00
 799.0  70.00  68.65  80.10 100.00
 800.0  70.00  68.97  80.12 100.00
 801.0  70.00  68.97  80.12 100.00
 802.0  70.00  68.97  80.07 100.00
 803.0  70.00  68.65  80.10 100.00
 804.0  70.00  68.65  80.11 100.00
 805.0  70.00  68.97  80.13 100.00
 806.0  70.00  68.97  80.14 100.00
 807.0  70.00  68.97  80.14 100.00
 808.0  70.00  68.97  80.09 100.00
 809.0  70.00  68.97  80.08 100.00
 810.0  70.00  68.97  80.06 100.00
 811.0  70.00  68.97  80.05 100.00
 812.0  70.00  68.97  79.99 100.00
 813.0  70.00  68.65  80.01 100.00
 814.0  70.00  68.97  79.97 100.00
 815.0  70.00  68.97  79.97 100.00
 816.0  70.00  68.97  79.97 100.00
 817.0  70.00  68.97  79.96 100.00
 818.0  70.00  68.65  79.94 100.00
 819.0  70.00  68.65  79.96 100.00
 820.0  70.00  68.97  79.99 100.00
 821.0  70.00  68.97  80.01 100.00
 822.0  70.00  68.97  80.02 100.00
 823.0  70.00  68.97  80.02 100.00
 824.0  70.00  68.97  80.01 100.00
 825.0  70.00  68.97  80.01 100.00
 826.0  70.00  68.97  79.99 100.00
 827.0  70.00  68.97  79.98 100.00
 828.0  70.00  68.65  79.96 100.00
 829.0  70.00  68.65  80.01 100.00
 830.0  70.00  68.97  80.03 100.00
 831.0  70.00  68.65  80.08 100.00
 832.0  70.00  68.97  80.10 100.00
 833.0  70.00  68.97  80.06 100.00
 834.0  70.00  68.65  80.07 100.00
 835.0  70.00  68.97  80.09 100.00
 836.0  70.00  68.97  80.10 100.00
 837.0  70.00  68.65  80.14 100.00
 838.0  70.00  68.97  80.15 100.00
 839.0  70.00  68.97  80.15 100.00
 840.0  70.00  68.97  80.14 100.00
 841.0  70.00  68.97  80.13 100.00
 842.0  70.00  68.97  80.11 100.00
 843.0  70.00  68.65  80.08 100.00
 844.0  70.00  68.65  80.08 100.00
 845.0  70.00  68.65  80.13 100.00
 846.0  70.00  68.97  80.12 100.00
 847.0  70.00  68.97  80.14 100.00
 848.0  70.00  68.65  80.17 100.00
 849.0  70.00  68.97  80.15 100.00
 850.0  70.00  68.97  80.16 100.00
 851.0  70.00  68.65  80.19 100.00
 852.0  70.00  68.97  80.16 100.00
 853.0  70.00  68.97  80.16 100.00
 854.0  70.00  68.97  80.16 100.00
 855.0  70.00  68.97  80.14 100.00
 856.0  70.00  68.65  80.16 100.00
 857.0  70.00  68.97  80.15 100.00
 858.0  70.00  68.97  80.10 100.00
 859.0  70.00  68.97  80.05 100.00
 860.0  70.00  68.65  80.03 100.00
 861.0  70.00  68.97  80.05 100.00
 862.0  70.00  68.97  80.05 100.00
 863.0  70.00  68.97  80.00 100.00
 864.0  70.00  68.97  79.99 100.00
 865.0  70.00  68.97  79.98 100.00
 866.0  70.00  68.97  79.93 100.00
 867.0  70.00  68.97  79.93 100.00
 868.0  70.00  68.97  79.92 100.00
 869.0  70.00  68.65  79.94 100.00
 870.0  70.00  68.97  79.95 100.00
 871.0  70.00  68.97  79.92 100.00
 872.0  70.00  68.97  79.92 100.00
 873.0  70.00  68.97  79.91 100.00
 874.0  70.00  68.97  79.91 100.00
 875.0  70.00  68.97  79.86 100.00
 876.0  70.00  68.97  79.86 100.00
 877.0  70.00  68.65  79.89 100.00
 878.0  70.00  68.97  79.91 100.00
 879.0  70.00  68.65  79.96 100.00
 880.0  70.00  68.97  79.98 100.00
 881.0  70.00  68.65  80.03 100.00
 882.0  70.00  68.97  80.05 100.00
 883.0  70.00  68.97  80.06 100.00
 884.0  70.00  68.97  80.03 100.00
 885.0  70.00  68.97  80.03 100.00
 886.0  70.00  68.97  80.02 100.00
 887.0  70.00  68.97  80.01 100.00
 888.0  70.00  68.97  80.00 100.00
 889.0  70.00  68.97  79.99 100.00
 890.0  70.00  68.97  79.97 100.00
 891.0  70.00  68.97  79.95 100.00
 892.0  70.00  68.65  79.93 100.00
 893.0  70.00  68.97  79.94 100.00
 894.0  70.00  68.97  79.90 100.00
 895.0  70.00  68.97  79.90 100.00
 896.0  70.00  68.65  79.90 100.00
 897.0  70.00  68.65  79.96 100.00
 898.0  70.00  68.97  79.99 100.00
 899.0  70.00  68.97  80.01 100.00
 900.0  70.00  68.65  80.06 100.00
 901.0  70.00  68.97  80.08 100.00
 902.0  70.00  68.97  80.09 100.00
 903.0  70.00  68.65  80.13 100.00
 904.0  70.00  68.97  80.14 100.00
 905.0  70.00  68.97  80.14 100.00
 906.0  70.00  68.97  80.14 100.00
 907.0  70.00  68.97  80.08 100.00
 908.0  70.00  68.97  80.07 100.00
 909.0  70.00  68.97  80.05 100.00
 910.0  70.00  68.97  80.03 100.00
 911.0  70.00  68.65  80.01 100.00
 912.0  70.00  68.97  79.97 100.00
 913.0  70.00  68.97  79.97 100.00
 914.0  70.00  68.97  79.97 100.00
 915.0  70.00  68.97  79.92 100.00
 916.0  70.00  68.65  79.95 100.00
 917.0  70.00  68.97  79.97 100.00
 918.0  70.00  68.97  79.93 100.00
 919.0  70.00  68.97  79.94 100.00
 920.0  70.00  68.65  79.97 100.00
 921.0  70.00  68.65  80.03 100.00
 922.0  70.00  68.97  80.06 100.00
 923.0  70.00  68.65  80.11 100.00
 924.0  70.00  68.97  80.13 100.00
 925.0  70.00  68.65  80.18 100.00
 926.0  70.00  68.97  80.16 100.00
 927.0  70.00  68.97  80.17 100.00
 928.0  70.00  68.65  80.20 100.00
 929.0  70.00  68.65  80.25 100.00
 930.0  70.00  68.97  80.27 100.00
 931.0  70.00  68.97  80.23 100.00
 932.0  70.00  68.97  80.23 100.00
 933.0  70.00  68.97  80.21 100.00
 934.0  70.00  68.97  80.19 100.00
 935.0  70.00  68.97  80.12 100.00
 936.0  70.00  68.97  80.06 100.00
 937.0  70.00  68.97  80.04 100.00
 938.0  70.00  68.65  80.01 100.00
 939.0  70.00  68.65  80.05 100.00
 940.0  70.00  68.65  80.07 100.00
 941.0  34.00  68.97  67.27  86.06
 942.0  34.00  68.65  50.08  71.50
 943.0  34.00  68.97  31.40  56.49
 944.0  34.00  68.97  14.64  41.28
 945.0  34.00  68.65   3.20  26.14
 946.0  34.00  68.65   0.00  10.81
 947.0  34.00  68.65   0.00   0.00
 948.0  34.00  68.65   0.00   0.00
 949.0  34.00  68.65   1.13   0.00
 950.0  34.00  68.33   1.59   0.00
 951.0  34.00  68.33   1.39   0.00
 952.0  34.00  68.33   0.85   0.00
 953.0  34.00  68.33   0.22   0.00
 954.0  34.00  68.01   0.00   0.00
 955.0  34.00  68.01   0.00   0.00
 956.0  34.00  67.68   0.00   0.00
 957.0  34.00  67.36   0.00   0.00
 958.0  34.00  67.36   0.00   0.00
 959.0  34.00  67.04   0.00   0.00
 960.0  34.00  67.04   0.00   0.00
 961.0  34.00  66.72   0.00   0.00
 962.0  34.00  66.72   0.00   0.00
 963.0  34.00  66.39   0.00   0.00
 964.0  34.00  66.07   0.00   0.00
 965.0  34.00  65.75   0.00   0.00
 966.0  34.00  65.75   0.00   0.00
 967.0  34.00  65.43   0.00   0.00
 968.0  34.00  65.10   0.00   0.00
 969.0  34.00  65.10   0.00   0.00
 970.0  34.00  64.78   0.01   0.00
 971.0  34.00  64.46   0.05   0.00
 972.0  34.00  64.46   0.08   0.00
 973.0  34.00  64.14   0.12   0.00
 974.0  34.00  63.82   0.16   0.00
 975.0  34.00  63.49   0.21   0.00
 976.0  34.00  63.17   0.26   0.00
 977.0  34.00  63.17   0.29   0.00
 978.0  34.00  62.85   0.33   0.00
 979.0  34.00  62.53   0.38   0.00
 980.0  34.00  62.20   0.43   0.00
 981.0  34.00  62.20   0.46   0.00
 982.0  34.00  61.88   0.50   0.00
 983.0  34.00  61.56   0.54   0.00
 984.0  34.00  61.24   0.58   0.00
 985.0  34.00  61.24   0.61   0.00
 986.0  34.00  60.91   0.64   0.00
 987.0  34.00  60.59   0.67   0.00
 988.0  34.00  60.27   0.72   0.00
 989.0  34.00  59.95   0.76   0.00
 990.0  34.00  59.95   0.80   0.00
 991.0  34.00  59.63   0.83   0.00
 992.0  34.00  59.30   0.86   0.00
 993.0  34.00  58.98   0.90   0.00
 994.0  34.00  58.66   0.95   0.00
 995.0  34.00  58.66   0.98   0.00
 996.0  34.00  58.34   1.00   0.00
 997.0  34.00  58.01   1.03   0.00
 998.0  34.00  57.69   1.07   0.00
 999.0  34.00  57.37   1.11   0.00
1000.0  34.00  57.37   1.13   0.00
1001.0  34.00  57.05   1.15   0.00
1002.0  34.00  56.72   1.17   0.00
1003.0  34.00  56.40   1.21   0.00
1004.0  34.00  56.08   1.24   0.00
1005.0  34.00  56.08   1.26   0.00
1006.0  34.00  55.76   1.27   0.00
1007.0  34.00  55.76   1.27   0.00
1008.0  34.00  55.44   1.27   0.00
1009.0  34.00  55.11   1.28   0.00
1010.0  34.00  54.79   1.29   0.00
1011.0  34.00  54.79   1.30   0.00
1012.0  34.00  54.47   1.30   0.00
1013.0  34.00  54.15   1.32   0.00
1014.0  34.00  54.15   1.32   0.00
1015.0  34.00  53.82   1.32   0.00
1016.0  34.00  53.50   1.33   0.00
1017.0  34.00  53.18   1.35   0.00
1018.0  34.00  53.18   1.36   0.00
1019.0  34.00  52.86   1.37   0.00
1020.0  34.00  52.53   1.38   0.00
1021.0  34.00  52.53   1.37   0.00
1022.0  34.00  52.21   1.36   0.00
1023.0  34.00  51.89   1.36   0.00
1024.0  34.00  51.89   1.35   0.00
1025.0  34.00  51.57   1.34   0.00
1026.0  34.00  51.25   1.34   0.00
1027.0  34.00  51.25   1.32   0.00
1028.0  34.00  50.92   1.31   0.00
1029.0  34.00  50.92   1.28   0.00
1030.0  34.00  50.60   1.25   0.00
1031.0  34.00  50.28   1.24   0.00
1032.0  34.00  50.28   1.22   0.00
1033.0  34.00  49.96   1.20   0.00
1034.0  34.00  49.63   1.20   0.00
1035.0  34.00  49.63   1.19   0.00
1036.0  34.00  49.31   1.17   0.00
1037.0  34.00  48.99   1.17   0.00
1038.0  34.00  48.99   1.15   0.00
1039.0  34.00  48.67   1.13   0.00
1040.0  34.00  48.67   1.09   0.00
1041.0  34.00  48.34   1.07   0.00
1042.0  34.00  48.34   1.02   0.00
1043.0  34.00  48.02   0.98   0.00
1044.0  34.00  47.70   0.96   0.00
1045.0  34.00  47.70   0.93   0.00
1046.0  34.00  47.38   0.91   0.44
1047.0  34.00  47.38   0.88   0.43
1048.0  34.00  47.06   0.85   0.44
1049.0  34.00  47.06   0.82   0.34
1050.0  34.00  46.73   0.78   0.37
1051.0  34.00  46.73   0.75   0.30
1052.0  34.00  46.41   0.73   0.23
1053.0  34.00  46.09   0.72   0.32
1054.0  34.00  46.09   0.71   0.28
1055.0  34.00  45.77   0.70   0.39
1056.0  34.00  45.77   0.68   0.39
1057.0  34.00  45.44   0.67   0.53
1058.0  34.00  45.44   0.64   0.55
1059.0  34.00  45.12   0.64   0.59
1060.0  34.00  45.12   0.61   0.64
1061.0  34.00  44.80   0.60   0.71
1062.0  34.00  44.80   0.58   0.79
1063.0  34.00  44.48   0.58   0.88
1064.0  34.00  44.48   0.56   0.99
1065.0  34.00  44.16   0.56   1.11
1066.0  34.00  44.16   0.55   1.25
1067.0  34.00  43.83   0.57   1.39
1068.0  34.00  43.51   0.61   1.56
1069.0  34.00  43.51   0.65   1.73
1070.0  34.00  43.51   0.67   1.79
1071.0  34.00  43.19   0.69   1.99
1072.0  34.00  43.19   0.70   2.08
1073.0  34.00  42.87   0.73   2.31
1074.0  34.00  42.87   0.76   2.42
1075.0  34.00  42.54   0.81   2.67
1076.0  34.00  42.54   0.85   2.81
1077.0  34.00  42.22   0.91   3.09
1078.0  34.00  42.22   0.98   3.25
1079.0  34.00  41.90   1.05   3.55
1080.0  34.00  41.90   1.13   3.74
1081.0  34.00  41.58   1.23   4.07
1082.0  34.00  41.58   1.32   4.28
1083.0  34.00  41.25   1.44   4.51
1084.0  34.00  41.25   1.55   4.75
1085.0  34.00  41.25   1.64   5.00
1086.0  34.00  40.93   1.75   5.26
1087.0  34.00  40.93   1.85   5.53
1088.0  34.00  40.61   1.98   5.82
1089.0  34.00  40.61   2.11   6.12
1090.0  34.00  40.61   2.23   6.30
1091.0  34.00  40.29   2.37   6.62
1092.0  34.00  40.29   2.51   6.82
1093.0  34.00  39.97   2.68   7.16
1094.0  34.00  39.97   2.85   7.39
1095.0  34.00  39.64   3.04   7.75
1096.0  34.00  39.64   3.24   8.00
1097.0  34.00  39.64   3.43   8.25
1098.0  34.00  39.32   3.63   8.52
1099.0  34.00  39.32   3.83   8.80
1100.0  34.00  39.00   4.06   9.22
1101.0  34.00  39.00   4.29   9.52
1102.0  34.00  39.00   4.51   9.83
1103.0  34.00  38.68   4.75  10.15
1104.0  34.00  38.68   4.99  10.48
1105.0  34.00  38.68   5.21  10.82
1106.0  34.00  38.35   5.46  11.17
1107.0  34.00  38.35   5.71  11.53
1108.0  34.00  38.35   5.94  11.77
1109.0  34.00  38.03   6.19  12.15
1110.0  34.00  38.03   6.45  12.41
1111.0  34.00  38.03   6.69  12.68
1112.0  34.00  37.71   6.96  13.09
1113.0  34.00  37.71   7.23  13.38
1114.0  34.00  37.39   7.53  13.81
1115.0  34.00  37.39   7.83  14.11
1116.0  34.00  37.39   8.12  14.43
1117.0  34.00  37.39   8.40  14.75
1118.0  34.00  37.06   8.69  15.08
1119.0  34.00  37.06   8.99  15.42
1120.0  34.00  36.74   9.32  15.91
1121.0  34.00  36.74   9.65  16.27
1122.0  34.00  36.74   9.98  16.63
1125.0  34.00  36.42  10.33  17.14
1126.0  34.00  36.42  10.68  17.53
1127.0  34.00  36.42  11.02  17.92
1128.0  34.00  36.42  11.34  18.33
1129.0  34.00  36.10  11.67  18.74
1130.0  34.00  36.10  12.00  19.16
1131.0  34.00  36.10  12.31  19.46
1132.0  34.00  36.10  12.60  19.77
1133.0  34.00  35.78  12.93  20.21
1134.0  34.00  35.78  13.25  20.67
1135.0  34.00  35.78  13.55  21.00
1136.0  34.00  35.78  13.83  21.34
1137.0  34.00  35.78  14.07  21.55
1138.0  34.00  35.45  14.34  21.90
1139.0  34.00  35.45  14.62  22.26
1140.0  34.00  35.45  14.88  22.49
1141.0  34.00  35.45  15.12  22.73
1142.0  34.00  35.45  15.36  22.97
1143.0  34.00  35.13  15.62  23.35
1144.0  34.00  35.45  15.82  23.47
1145.0  34.00  35.13  16.04  23.73
1146.0  34.00  35.13  16.27  23.99
1147.0  34.00  35.13  16.49  24.26
1148.0  34.00  35.13  16.67  24.41
1149.0  34.00  34.81  16.90  24.68
1150.0  34.00  34.81  17.14  24.97
1151.0  34.00  34.81  17.38  25.25
1152.0  34.00  34.81  17.62  25.55
1153.0  34.00  34.81  17.82  25.71
1154.0  34.00  34.81  18.01  25.89
1155.0  34.00  34.81  18.20  26.06
1156.0  34.00  34.49  18.41  26.37
1157.0  34.00  34.49  18.64  26.68
1158.0  34.00  34.49  18.84  26.87
1159.0  34.00  34.49  19.08  27.19
1160.0  34.00  34.49  19.26  27.39
1161.0  34.00  34.49  19.44  27.59
1162.0  34.00  34.49  19.61  27.79
1163.0  34.00  34.49  19.76  28.00
1164.0  34.00  34.49  19.86  28.08
1165.0  34.00  34.16  20.01  28.29
1166.0  34.00  34.16  20.17  28.51
1167.0  34.00  34.16  20.35  28.72
1168.0  34.00  34.16  20.52  28.95
1169.0  34.00  34.16  20.69  29.17
1170.0  34.00  34.16  20.85  29.40
1171.0  34.00  34.16  20.97  29.50
1172.0  34.00  34.16  21.08  29.61
1173.0  34.00  34.16  21.18  29.71
1174.0  34.00  34.16  21.28  29.82
1175.0  34.00  34.16  21.38  29.93
1176.0  34.00  34.16  21.46  30.04
1177.0  34.00  34.16  21.53  30.15
1178.0  34.00  34.16  21.58  30.27
1179.0  34.00  34.16  21.63  30.38
1180.0  34.00  33.84  21.68  30.50
1181.0  34.00  34.16  21.71  30.49
1182.0  34.00  34.16  21.73  30.48
1183.0  34.00  33.84  21.78  30.60
1184.0  34.00  33.84  21.87  30.72
1185.0  34.00  33.84  21.97  30.84
1186.0  34.00  34.16  22.03  30.83
1187.0  34.00  34.16  22.06  30.83
1188.0  34.00  33.84  22.12  30.95
1189.0  34.00  33.84  22.20  31.08
1190.0  34.00  33.84  22.29  31.21
1191.0  34.00  33.84  22.38  31.34
1192.0  34.00  33.84  22.47  31.47
1193.0  34.00  33.84  22.55  31.60
1194.0  34.00  34.16  22.59  31.60
1195.0  34.00  33.84  22.59  31.61
1196.0  34.00  33.84  22.65  31.74
1197.0  34.00  33.84  22.70  31.88
1198.0  34.00  33.84  22.72  31.89
1199.0  34.00  33.84  22.74  31.89
1200.0  34.00  33.84  22.76  31.90
1201.0  34.00  33.84  22.82  32.04
1202.0  34.00  33.84  22.88  32.18
1203.0  34.00  33.84  22.88  32.19
1204.0  34.00  33.84  22.89  32.20
1205.0  34.00  33.84  22.90  32.21
1206.0  34.00  33.84  22.92  32.22
1207.0  34.00  33.84  22.93  32.24
1208.0  34.00  33.84  22.94  32.25
1209.0  34.00  33.84  22.99  32.39
1210.0  34.00  33.84  22.99  32.40
1211.0  34.00  33.84  22.99  32.41
1212.0  34.00  33.84  22.99  32.43
1213.0  34.00  33.84  22.99  32.44
1214.0  34.00  33.84  22.99  32.45
1215.0  34.00  33.84  22.99  32.46
1216.0  34.00  33.84  22.99  32.48
1217.0  34.00  33.84  22.99  32.49
1218.0  34.00  33.84  22.99  32.50
1219.0  34.00  33.84  22.99  32.51
1220.0  34.00  33.84  22.99  32.53
1221.0  34.00  33.84  22.99  32.54
1222.0  34.00  33.84  22.99  32.55
1223.0  34.00  33.84  22.99  32.57
1224.0  34.00  33.84  22.99  32.58
1225.0  34.00  33.84  22.99  32.59
1226.0  34.00  33.84  22.99  32.60
1227.0  34.00  33.84  22.99  32.62
1228.0  34.00  33.84  22.99  32.63
1229.0  34.00  33.84  22.99  32.64
1230.0  34.00  33.84  22.99  32.65
1231.0  34.00  33.84  22.99  32.67
1232.0  34.00  33.84  22.99  32.68
1233.0  34.00  33.84  22.99  32.69
1234.0  34.00  33.84  22.99  32.70
1235.0  34.00  33.84  22.99  32.72
1236.0  34.00  33.84  22.99  32.73
1237.0  34.00  33.84  22.99  32.74
1238.0  34.00  33.84  22.99  32.76
1239.0  34.00  34.16  22.94  32.64
1240.0  34.00  33.84  22.91  32.65
1241.0  34.00  34.16  22.84  32.53
1242.0  34.00  33.84  22.80  32.54
1243.0  34.00  33.84  22.77  32.55
1244.0  34.00  34.16  22.71  32.43
1245.0  34.00  33.84  22.68  32.43
1246.0  34.00  34.16  22.61  32.31
1247.0  34.00  34.16  22.53  32.19
1248.0  34.00  34.16  22.43  32.06
1249.0  34.00  34.16  22.34  31.93
1250.0  34.00  34.16  22.24  31.80
1251.0  34.00  34.16  22.14  31.67
1252.0  34.00  33.84  22.10  31.67
1253.0  34.00  34.16  22.05  31.53
1254.0  34.00  34.16  22.03  31.53
1255.0  34.00  33.84  22.01  31.52
1256.0  34.00  34.16  22.01  31.52
1257.0  34.00  33.84  22.01  31.51
1258.0  34.00  34.16  21.99  31.38
1259.0  34.00  34.16  22.00  31.37
1260.0  34.00  34.16  21.96  31.24
1261.0  34.00  34.16  21.96  31.23
1262.0  34.00  34.16  21.95  31.22
1263.0  34.00  34.16  21.94  31.21
1264.0  34.00  34.16  21.92  31.20
1265.0  34.00  34.16  21.89  31.20
1266.0  34.00  34.16  21.86  31.19
1267.0  34.00  34.16  21.79  31.05
1268.0  34.00  34.16  21.77  31.04
1269.0  34.00  33.84  21.79  31.16
1270.0  34.00  34.16  21.77  31.02
1271.0  34.00  33.84  21.82  31.14
1272.0  34.00  33.84  21.86  31.14
1273.0  34.00  34.16  21.92  31.13
1274.0  34.00  33.84  22.00  31.25
1275.0  34.00  34.16  22.05  31.24
1276.0  34.00  34.16  22.07  31.24
1277.0  34.00  34.16  22.08  31.23
1278.0  34.00  34.16  22.08  31.23
1279.0  34.00  34.16  22.06  31.22
1280.0  34.00  34.16  22.04  31.21
1281.0  34.00  34.16  22.01  31.21
1282.0  34.00  34.16  21.97  31.20
1283.0  34.00  34.16  21.93  31.19
1284.0  34.00  34.16  21.85  31.06
1285.0  34.00  34.16  21.82  31.05
1286.0  34.00  34.16  21.75  30.91
1287.0  34.00  34.16  21.69  30.77
1288.0  34.00  34.16  21.68  30.76
1289.0  34.00  34.16  21.63  30.62
1290.0  34.00  34.16  21.63  30.60
1291.0  34.00  34.16  21.63  30.59
1292.0  34.00  34.16  21.63  30.58
1293.0  34.00  34.16  21.63  30.56
1294.0  34.00  34.16  21.63  30.55
1295.0  34.00  34.16  21.63  30.54
1296.0  34.00  34.16  21.63  30.53
1297.0  34.00  34.16  21.63  30.51
1298.0  34.00  34.16  21.63  30.50
1299.0  34.00  34.16  21.63  30.49
1300.0  34.00  34.16  21.63  30.47
1301.0  34.00  34.16  21.63  30.46
1302.0  34.00  34.16  21.63  30.45
1303.0  34.00  34.16  21.63  30.43
1304.0  34.00  34.16  21.63  30.42
1305.0  34.00  33.84  21.68  30.54
1306.0  34.00  33.84  21.75  30.66
1307.0  34.00  33.84  21.85  30.78
1308.0  34.00  34.16  21.91  30.77
1309.0  34.00  33.84  22.00  30.89
1310.0  34.00  33.84  22.09  31.02
1311.0  34.00  34.16  22.15  31.01
1312.0  34.00  34.16  22.18  31.01
1313.0  34.00  34.16  22.19  31.00
1314.0  34.00  34.16  22.19  31.00
1315.0  34.00  33.84  22.21  31.13
1316.0  34.00  34.16  22.21  31.12
1317.0  34.00  34.16  22.20  31.12
1318.0  34.00  34.16  22.16  31.12
1319.0  34.00  33.84  22.16  31.25
1320.0  34.00  34.16  22.10  31.11
1321.0  34.00  34.16  22.04  30.98
1322.0  34.00  34.16  21.98  30.84
1323.0  34.00  34.16  21.96  30.84
1324.0  34.00  34.16  21.89  30.70
1325.0  34.00  34.16  21.84  30.56
1326.0  34.00  34.16  21.83  30.55
1327.0  34.00  33.84  21.85  30.67
1328.0  34.00  34.16  21.87  30.67
1329.0  34.00  34.16  21.87  30.66
1330.0  34.00  33.84  21.87  30.65
1331.0  34.00  34.16  21.89  30.64
1332.0  34.00  33.84  21.95  30.77
1333.0  34.00  34.16  21.98  30.76
1334.0  34.00  34.16  21.96  30.62
1335.0  34.00  34.16  21.96  30.61
1336.0  34.00  33.84  22.01  30.74
1337.0  34.00  34.16  22.03  30.73
1338.0  34.00  34.16  22.03  30.72
