tm     Tsp    T1     Q1    
  52.0  63.00  23.85 100.00 100.00
  53.0  63.00  24.17 100.00 100.00
  54.0  63.00  24.49 100.00 100.00
  55.0  63.00  24.82 100.00 100.00
  56.0  63.00  25.14 100.00 100.00
  57.0  63.00  25.14 100.00 100.00
  58.0  63.00  25.46 100.00 100.00
  59.0  63.00  25.78 100.00 100.00
  60.0  63.00  26.11 100.00 100.00
  61.0  63.00  26.43 100.00 100.00
  62.0  63.00  26.75 100.00 100.00
  63.0  63.00  27.07 100.00 100.00
  64.0  63.00  27.40 100.00 100.00
  65.0  63.00  27.72 100.00 100.00
  66.0  63.00  28.04 100.00 100.00
  67.0  63.00  28.36 100.00 100.00
  68.0  63.00  28.68 100.00 100.00
  69.0  63.00  29.01 100.00 100.00
  70.0  63.00  29.33 100.00 100.00
  71.0  63.00  29.65 100.00 100.00
  72.0  63.00  29.65 100.00 100.00
  73.0  63.00  30.30 100.00 100.00
  74.0  63.00  30.62 100.00 100.00
  75.0  63.00  30.94 100.00 100.00
  76.0  63.00  31.26 100.00 100.00
  77.0  63.00  31.59 100.00 100.00
  78.0  63.00  31.59 100.00 100.00
  79.0  63.00  31.91 100.00 100.00
  80.0  63.00  32.23 100.00 100.00
  81.0  63.00  32.87 100.00 100.00
  82.0  63.00  32.87 100.00 100.00
  83.0  63.00  33.52 100.00 100.00
  84.0  63.00  33.52 100.00 100.00
  85.0  63.00  33.84 100.00 100.00
  86.0  63.00  34.16 100.00 100.00
  87.0  63.00  34.49 100.00 100.00
  88.0  63.00  34.81 100.00 100.00
  89.0  63.00  35.13 100.00 100.00
  90.0  63.00  35.45 100.00 100.00
  91.0  63.00  35.78 100.00 100.00
  92.0  63.00  36.10 100.00 100.00
  93.0  63.00  36.42 100.00 100.00
  94.0  63.00  36.74 100.00 100.00
  95.0  63.00  37.06 100.00 100.00
  96.0  63.00  37.39 100.00 100.00
  97.0  63.00  37.71 100.00 100.00
  98.0  63.00  38.03 100.00 100.00
  99.0  63.00  38.35 100.00 100.00
 100.0  63.00  38.35 100.00 100.00
 101.0  63.00  38.68 100.00 100.00
 102.0  63.00  39.00 100.00 100.00
 103.0  63.00  39.32 100.00 100.00
 104.0  63.00  39.64 100.00 100.00
 105.0  63.00  39.97 100.00 100.00
 106.0  63.00  40.29 100.00 100.00
 107.0  63.00  40.61 100.00 100.00
 108.0  63.00  40.93 100.00 100.00
 109.0  63.00  40.93 100.00 100.00
 110.0  63.00  41.25 100.00 100.00
 111.0  63.00  41.58 100.00 100.00
 112.0  63.00  41.90 100.00 100.00
 113.0  63.00  42.22 100.00 100.00
 114.0  63.00  42.54 100.00 100.00
 115.0  63.00  42.54 100.00 100.00
 116.0  63.00  42.87 100.00 100.00
 117.0  63.00  43.19 100.00 100.00
 118.0  63.00  43.51 100.00 100.00
 120.0  63.00  43.83 100.00 100.00
 121.0  63.00  44.16 100.00 100.00
 122.0  63.00  44.48 100.00 100.00
 123.0  63.00  44.80 100.00 100.00
 124.0  63.00  45.12 100.00 100.00
 125.0  63.00  45.12 100.00 100.00
 126.0  63.00  45.44 100.00 100.00
 127.0  63.00  45.77 100.00 100.00
 128.0  63.00  46.09 100.00 100.00
 129.0  63.00  46.09 100.00 100.00
 130.0  63.00  46.41 100.00 100.00
 131.0  63.00  46.73 100.00 100.00
 132.0  63.00  47.06 100.00 100.00
 133.0  63.00  47.38 100.00 100.00
 134.0  63.00  47.70 100.00 100.00
 135.0  63.00  47.70 100.00 100.00
 136.0  63.00  48.02 100.00 100.00
 137.0  63.00  48.34 100.00 100.00
 138.0  63.00  48.34 100.00 100.00
 139.0  63.00  48.67 100.00 100.00
 140.0  63.00  48.67  99.32 100.00
 141.0  63.00  48.99  99.15 100.00
 142.0  63.00  49.31  98.95 100.00
 143.0  63.00  49.31  98.87 100.00
 144.0  63.00  49.63  98.64 100.00
 145.0  63.00  49.96  98.39 100.00
 146.0  63.00  50.28  98.12 100.00
 147.0  63.00  50.60  97.84 100.00
 148.0  63.00  50.60  97.66 100.00
 149.0  63.00  50.92  97.47 100.00
 150.0  63.00  50.92  97.26 100.00
 151.0  63.00  51.25  97.03  99.81
 152.0  63.00  51.57  96.79  99.56
 153.0  63.00  51.57  96.53  99.30
 154.0  63.00  51.89  96.25  99.03
 155.0  63.00  52.21  95.82  98.74
 156.0  63.00  52.21  95.51  98.45
 157.0  63.00  52.53  95.18  98.15
 158.0  63.00  52.86  94.70  97.83
 159.0  63.00  52.86  94.33  97.51
 160.0  63.00  52.86  94.07  97.22
 161.0  63.00  53.18  93.80  96.92
 162.0  63.00  53.50  93.52  96.62
 163.0  63.00  53.50  93.22  96.30
 164.0  63.00  53.82  92.90  95.98
 165.0  63.00  53.82  92.57  95.65
 166.0  63.00  54.15  92.22  95.32
 167.0  63.00  54.47  91.86  94.97
 168.0  63.00  54.47  91.48  94.62
 169.0  63.00  54.79  91.09  94.26
 170.0  63.00  54.79  90.81  93.92
 171.0  63.00  54.79  90.52  93.58
 172.0  63.00  55.11  90.21  93.24
 173.0  63.00  55.44  89.89  92.90
 174.0  63.00  55.44  89.56  92.53
 175.0  63.00  55.44  89.21  92.18
 176.0  63.00  55.76  88.85  91.82
 177.0  63.00  55.76  88.61  91.49
 178.0  63.00  56.08  88.22  91.13
 179.0  63.00  56.08  87.95  90.79
 180.0  63.00  56.40  87.54  90.42
 181.0  63.00  56.40  87.24  90.07
 182.0  63.00  56.72  86.94  89.72
 183.0  63.00  56.72  86.62  89.37
 184.0  63.00  56.72  86.41  89.04
 185.0  63.00  57.05  86.07  88.68
 186.0  63.00  57.05  85.72  88.32
 187.0  63.00  57.37  85.35  87.96
 188.0  63.00  57.37  85.11  87.63
 189.0  63.00  57.69  84.72  87.25
 190.0  63.00  57.69  84.32  86.87
 191.0  63.00  57.69  84.03  86.52
 192.0  63.00  58.01  83.61  86.15
 193.0  63.00  58.01  83.31  85.80
 194.0  63.00  58.34  82.86  85.42
 195.0  63.00  58.34  82.54  85.06
 196.0  63.00  58.34  82.20  84.70
 197.0  63.00  58.34  81.98  84.38
 198.0  63.00  58.66  81.63  84.04
 199.0  63.00  58.66  81.26  83.69
 200.0  63.00  58.66  81.01  83.38
 201.0  63.00  58.98  80.63  83.04
 202.0  63.00  58.98  80.37  82.74
 203.0  63.00  58.98  80.09  82.43
 204.0  63.00  59.30  79.81  82.13
 205.0  63.00  59.30  79.52  81.82
 206.0  63.00  59.30  79.22  81.50
 207.0  63.00  59.63  78.91  81.20
 208.0  63.00  59.63  78.60  80.88
 209.0  63.00  59.63  78.40  80.60
 210.0  63.00  59.63  78.20  80.32
 211.0  63.00  59.95  77.86  80.01
 212.0  63.00  59.95  77.52  79.69
 213.0  63.00  59.95  77.29  79.41
 214.0  63.00  59.95  77.06  79.14
 215.0  63.00  59.95  76.82  78.88
 216.0  63.00  60.27  76.57  78.63
 217.0  63.00  60.27  76.32  78.36
 218.0  63.00  60.27  76.06  78.10
 219.0  63.00  60.27  75.93  77.89
 220.0  63.00  60.27  75.79  77.68
 221.0  63.00  60.27  75.64  77.48
 222.0  63.00  60.59  75.49  77.29
 223.0  63.00  60.59  75.33  77.09
 224.0  63.00  60.59  75.17  76.89
 225.0  63.00  60.91  74.87  76.65
 226.0  63.00  60.91  74.70  76.43
 227.0  63.00  60.91  74.52  76.21
 228.0  63.00  60.91  74.34  75.98
 229.0  63.00  60.91  74.15  75.76
 230.0  63.00  60.91  73.95  75.54
 231.0  63.00  60.91  73.89  75.37
 232.0  63.00  60.91  73.81  75.21
 233.0  63.00  61.24  73.61  75.03
 234.0  63.00  61.24  73.40  74.83
 235.0  63.00  61.24  73.18  74.62
 236.0  63.00  61.24  72.96  74.42
 237.0  63.00  61.24  72.86  74.27
 238.0  63.00  61.24  72.76  74.13
 239.0  63.00  61.24  72.66  73.99
 240.0  63.00  61.56  72.55  73.87
 241.0  63.00  61.24  72.57  73.76
 242.0  63.00  61.56  72.46  73.63
 243.0  63.00  61.56  72.35  73.48
 244.0  63.00  61.56  72.23  73.33
 245.0  63.00  61.56  72.11  73.18
 246.0  63.00  61.56  71.98  73.04
 247.0  63.00  61.56  71.85  72.90
 248.0  63.00  61.56  71.85  72.81
 249.0  63.00  61.88  71.72  72.69
 250.0  63.00  61.56  71.71  72.58
 251.0  63.00  61.88  71.57  72.45
 252.0  63.00  61.88  71.43  72.31
 253.0  63.00  61.88  71.28  72.17
 254.0  63.00  61.88  71.13  72.02
 255.0  63.00  61.88  71.11  71.92
 256.0  63.00  61.88  70.96  71.78
 257.0  63.00  61.88  70.93  71.69
 258.0  63.00  61.88  70.90  71.61
 259.0  63.00  61.88  70.87  71.52
 260.0  63.00  61.88  70.84  71.45
 261.0  63.00  61.88  70.80  71.38
 262.0  63.00  61.88  70.77  71.31
 263.0  63.00  61.88  70.73  71.25
 264.0  63.00  62.20  70.69  71.21
 265.0  63.00  61.88  70.65  71.14
 266.0  63.00  62.20  70.60  71.08
 267.0  63.00  62.20  70.56  71.01
 268.0  63.00  62.20  70.51  70.93
 269.0  63.00  62.20  70.47  70.84
 270.0  63.00  62.20  70.42  70.74
 271.0  63.00  62.20  70.36  70.65
 272.0  63.00  62.20  70.31  70.56
 273.0  63.00  62.20  70.26  70.47
 274.0  63.00  62.20  70.20  70.39
 275.0  63.00  62.20  70.14  70.31
 276.0  63.00  62.20  70.08  70.24
 277.0  63.00  62.20  70.02  70.17
 278.0  63.00  62.20  69.96  70.11
 279.0  63.00  62.20  70.02  70.10
 280.0  63.00  62.20  69.96  70.06
 281.0  63.00  62.20  70.02  70.06
 282.0  63.00  62.20  70.08  70.06
 283.0  63.00  62.20  70.15  70.06
 284.0  63.00  62.20  70.21  70.06
 285.0  63.00  62.20  70.27  70.06
 286.0  63.00  62.20  70.34  70.06
 287.0  63.00  62.20  70.40  70.06
 288.0  63.00  62.20  70.47  70.06
 289.0  63.00  62.20  70.53  70.06
 290.0  63.00  62.20  70.59  70.06
 291.0  63.00  62.20  70.66  70.06
 292.0  63.00  62.20  70.72  70.06
 293.0  63.00  62.20  70.78  70.06
 294.0  63.00  62.53  70.72  70.02
 295.0  63.00  62.20  70.78  69.99
 296.0  63.00  62.53  70.71  69.94
 297.0  63.00  62.20  70.77  69.90
 298.0  63.00  62.20  70.83  69.88
 299.0  63.00  62.53  70.76  69.83
 300.0  63.00  62.20  70.82  69.80
 301.0  63.00  62.53  70.75  69.75
 302.0  63.00  62.53  70.67  69.68
 303.0  63.00  62.20  70.73  69.64
 304.0  63.00  62.53  70.65  69.58
 305.0  63.00  62.20  70.71  69.55
 306.0  63.00  62.53  70.63  69.51
 307.0  63.00  62.53  70.55  69.45
 308.0  63.00  62.53  70.47  69.39
 309.0  63.00  62.53  70.52  69.37
 310.0  63.00  62.53  70.43  69.30
 311.0  63.00  62.53  70.48  69.27
 312.0  63.00  62.53  70.40  69.20
 313.0  63.00  62.53  70.31  69.13
 314.0  63.00  62.53  70.35  69.11
 315.0  63.00  62.53  70.27  69.04
 316.0  63.00  62.53  70.31  69.03
 317.0  63.00  62.53  70.35  69.01
 318.0  63.00  62.53  70.26  68.96
 319.0  63.00  62.53  70.30  68.95
 320.0  63.00  62.53  70.21  68.90
 321.0  63.00  62.53  70.25  68.90
 322.0  63.00  62.53  70.28  68.90
 323.0  63.00  62.53  70.32  68.90
 324.0  63.00  62.53  70.36  68.90
 325.0  63.00  62.53  70.40  68.90
 326.0  63.00  62.53  70.44  68.90
 327.0  63.00  62.53  70.47  68.90
 328.0  63.00  62.53  70.51  68.90
 329.0  63.00  62.53  70.55  68.90
 330.0  63.00  62.53  70.59  68.90
 331.0  63.00  62.53  70.63  68.90
 332.0  63.00  62.53  70.66  68.90
 333.0  63.00  62.53  70.70  68.90
 334.0  63.00  62.53  70.74  68.90
 335.0  63.00  62.53  70.78  68.90
 336.0  63.00  62.53  70.81  68.90
 337.0  63.00  62.53  70.85  68.90
 338.0  63.00  62.53  70.89  68.90
 339.0  63.00  62.53  70.93  68.90
 340.0  63.00  62.53  70.97  68.90
 341.0  63.00  62.53  71.00  68.90
 342.0  63.00  62.53  71.04  68.90
 343.0  63.00  62.53  71.08  68.90
 344.0  63.00  62.53  71.12  68.90
 345.0  63.00  62.53  71.16  68.90
 346.0  63.00  62.53  71.19  68.90
 347.0  63.00  62.53  71.23  68.90
 348.0  63.00  62.53  71.27  68.90
 349.0  63.00  62.53  71.31  68.90
 350.0  63.00  62.53  71.35  68.90
 351.0  63.00  62.53  71.38  68.90
 352.0  63.00  62.53  71.42  68.90
 353.0  63.00  62.53  71.46  68.90
 354.0  63.00  62.53  71.50  68.90
 355.0  63.00  62.53  71.53  68.90
 356.0  63.00  62.53  71.57  68.90
 357.0  63.00  62.53  71.61  68.90
 358.0  63.00  62.85  71.52  68.86
 359.0  63.00  62.53  71.55  68.83
 360.0  63.00  62.53  71.59  68.82
 361.0  63.00  62.53  71.63  68.81
 362.0  63.00  62.53  71.66  68.80
 363.0  63.00  62.53  71.70  68.80
 364.0  63.00  62.85  71.60  68.76
 365.0  63.00  62.85  71.51  68.70
 366.0  63.00  62.85  71.41  68.62
 367.0  63.00  62.85  71.31  68.54
 368.0  63.00  62.53  71.34  68.49
 369.0  63.00  62.85  71.24  68.42
 370.0  63.00  62.85  71.14  68.35
 371.0  63.00  62.85  71.03  68.27
 372.0  63.00  62.85  70.92  68.19
 373.0  63.00  62.85  70.95  68.15
 374.0  63.00  62.85  70.84  68.07
 375.0  63.00  62.85  70.73  67.99
 376.0  63.00  62.85  70.62  67.92
 377.0  63.00  62.85  70.50  67.86
 378.0  63.00  62.85  70.39  67.80
 379.0  63.00  62.85  70.40  67.80
 380.0  63.00  62.85  70.42  67.79
 381.0  63.00  62.85  70.43  67.78
 382.0  63.00  62.85  70.44  67.77
 383.0  63.00  62.85  70.33  67.72
 384.0  63.00  62.85  70.34  67.72
 385.0  63.00  62.85  70.35  67.72
 386.0  63.00  62.85  70.36  67.72
 387.0  63.00  62.85  70.38  67.72
 388.0  63.00  62.85  70.39  67.72
 389.0  63.00  62.85  70.40  67.72
 390.0  63.00  62.85  70.41  67.72
 391.0  63.00  62.85  70.42  67.72
 392.0  63.00  62.85  70.44  67.72
 393.0  63.00  62.85  70.45  67.72
 394.0  63.00  62.85  70.46  67.72
 395.0  63.00  62.85  70.47  67.72
 396.0  63.00  62.85  70.48  67.72
 397.0  63.00  62.85  70.50  67.72
 398.0  63.00  62.85  70.51  67.72
 399.0  63.00  62.85  70.52  67.72
 400.0  63.00  62.85  70.53  67.72
 401.0  63.00  62.85  70.55  67.72
 402.0  63.00  62.85  70.56  67.72
 403.0  63.00  62.85  70.57  67.72
 404.0  63.00  62.85  70.58  67.72
 405.0  63.00  62.85  70.59  67.72
 406.0  63.00  62.85  70.61  67.72
 407.0  63.00  62.85  70.62  67.72
 408.0  63.00  62.85  70.63  67.72
 409.0  63.00  62.85  70.64  67.72
 410.0  63.00  62.85  70.65  67.72
 411.0  63.00  62.85  70.67  67.72
 412.0  63.00  62.85  70.68  67.72
 413.0  63.00  62.85  70.69  67.72
 414.0  63.00  62.85  70.70  67.72
 415.0  63.00  62.85  70.72  67.72
 416.0  63.00  62.85  70.73  67.72
 417.0  63.00  62.85  70.74  67.72
 418.0  63.00  62.85  70.75  67.72
 419.0  63.00  62.85  70.76  67.72
 420.0  63.00  62.85  70.78  67.72
 421.0  63.00  62.85  70.79  67.72
 422.0  63.00  62.85  70.80  67.72
 423.0  63.00  62.85  70.81  67.72
 424.0  63.00  62.85  70.82  67.72
 425.0  63.00  62.85  70.84  67.72
 426.0  63.00  62.85  70.85  67.72
 427.0  63.00  62.85  70.86  67.72
 428.0  63.00  62.85  70.87  67.72
 429.0  63.00  62.85  70.88  67.72
 430.0  63.00  62.85  70.90  67.72
 431.0  63.00  62.85  70.91  67.72
 432.0  63.00  62.85  70.92  67.72
 433.0  63.00  62.85  70.93  67.72
 434.0  63.00  62.85  70.95  67.72
 435.0  63.00  62.85  70.96  67.72
 436.0  63.00  62.85  70.97  67.72
 437.0  63.00  62.85  70.98  67.72
 438.0  63.00  62.85  70.99  67.72
 439.0  63.00  62.85  71.01  67.72
 440.0  63.00  62.85  71.02  67.72
 441.0  63.00  62.85  71.03  67.72
 442.0  63.00  62.85  71.04  67.72
 443.0  63.00  62.85  71.05  67.72
 444.0  63.00  62.85  71.07  67.72
 445.0  63.00  63.17  70.95  67.68
 446.0  63.00  62.85  70.96  67.66
 447.0  63.00  62.85  70.97  67.64
 448.0  63.00  62.85  70.98  67.63
 449.0  63.00  62.85  70.99  67.62
 450.0  63.00  62.85  71.00  67.62
 451.0  63.00  62.85  71.01  67.62
 452.0  63.00  62.85  71.02  67.62
 453.0  63.00  62.85  71.03  67.63
 454.0  63.00  62.85  71.04  67.63
 455.0  63.00  62.85  71.05  67.64
 456.0  63.00  62.85  71.06  67.64
 457.0  63.00  62.85  71.07  67.65
 458.0  63.00  63.17  70.95  67.62
 459.0  63.00  63.17  70.83  67.57
 460.0  63.00  63.17  70.84  67.54
 461.0  63.00  62.85  70.84  67.48
 462.0  63.00  62.85  70.85  67.45
 463.0  63.00  62.85  70.86  67.43
 464.0  63.00  62.85  70.87  67.42
 465.0  63.00  63.17  70.74  67.38
 466.0  63.00  62.85  70.75  67.37
 467.0  63.00  62.85  70.75  67.36
 468.0  63.00  62.85  70.76  67.36
 469.0  63.00  63.17  70.63  67.34
 470.0  63.00  63.17  70.50  67.29
 471.0  63.00  62.85  70.51  67.27
 472.0  63.00  63.17  70.38  67.23
 473.0  63.00  63.17  70.38  67.22
 474.0  63.00  62.85  70.51  67.24
 475.0  63.00  62.85  70.64  67.27
 476.0  63.00  63.17  70.51  67.22
 477.0  63.00  63.17  70.39  67.16
 478.0  63.00  63.17  70.25  67.09
 479.0  63.00  63.17  70.12  67.03
 480.0  63.00  62.85  70.25  67.04
 481.0  63.00  63.17  70.12  66.98
 482.0  63.00  63.17  69.98  66.93
 483.0  63.00  63.17  69.85  66.87
 484.0  63.00  62.85  69.97  66.90
 485.0  63.00  63.17  69.97  66.90
 486.0  63.00  62.85  69.96  66.89
 487.0  63.00  63.17  69.96  66.91
 488.0  63.00  62.85  70.08  66.95
 489.0  63.00  63.17  69.95  66.92
 490.0  63.00  63.17  69.81  66.89
 491.0  63.00  63.17  69.81  66.89
 492.0  63.00  62.85  69.93  66.93
 493.0  63.00  62.85  70.05  66.98
 494.0  63.00  62.85  70.18  67.04
 495.0  63.00  63.17  70.05  67.03
 496.0  63.00  62.85  70.18  67.08
 497.0  63.00  63.17  70.18  67.11
 498.0  63.00  62.85  70.30  67.15
 499.0  63.00  63.17  70.17  67.12
 500.0  63.00  63.17  70.17  67.12
 501.0  63.00  63.17  70.04  67.06
 502.0  63.00  63.17  70.04  67.04
 503.0  63.00  62.85  70.03  67.01
 504.0  63.00  62.85  70.16  67.05
 505.0  63.00  63.17  70.16  67.07
 506.0  63.00  63.17  70.16  67.06
 507.0  63.00  63.17  70.03  66.99
 508.0  63.00  62.85  70.02  66.97
 509.0  63.00  62.85  70.02  66.97
 510.0  63.00  63.17  70.02  66.99
 511.0  63.00  63.17  69.88  66.95
 512.0  63.00  63.17  69.88  66.95
 513.0  63.00  63.17  69.74  66.90
 514.0  63.00  63.17  69.73  66.89
 515.0  63.00  62.85  69.86  66.91
 516.0  63.00  63.17  69.85  66.91
 517.0  63.00  62.85  69.98  66.94
 518.0  63.00  63.17  69.84  66.91
 519.0  63.00  62.85  69.84  66.91
 520.0  63.00  63.17  69.83  66.93
 521.0  63.00  63.17  69.83  66.94
 522.0  63.00  62.85  69.95  66.97
 523.0  63.00  62.85  69.95  66.97
 524.0  63.00  63.17  69.82  66.96
 525.0  63.00  63.17  69.81  66.98
 526.0  63.00  63.17  69.81  66.98
 527.0  63.00  62.85  69.93  67.01
 528.0  63.00  63.17  69.93  67.02
 529.0  63.00  63.17  69.93  67.01
 530.0  63.00  63.17  69.79  66.95
 531.0  63.00  63.17  69.79  66.93
 532.0  63.00  62.85  69.78  66.90
 533.0  63.00  62.85  69.91  66.94
 534.0  63.00  62.85  69.90  66.96
 535.0  63.00  62.85  70.03  67.03
 536.0  63.00  62.85  70.16  67.10
 537.0  63.00  62.85  70.16  67.14
 538.0  63.00  63.17  70.03  67.14
 539.0  63.00  62.85  70.16  67.20
 540.0  63.00  62.85  70.29  67.27
 541.0  63.00  62.85  70.42  67.34
 542.0  63.00  62.85  70.43  67.37
 543.0  63.00  62.85  70.56  67.44
 544.0  63.00  62.85  70.70  67.51
 545.0  63.00  62.85  70.83  67.57
 546.0  63.00  62.85  70.97  67.63
 547.0  63.00  62.85  70.98  67.63
 548.0  63.00  63.17  70.86  67.60
 549.0  63.00  62.85  70.87  67.58
 550.0  63.00  62.85  70.88  67.57
 551.0  63.00  62.85  70.89  67.57
 552.0  63.00  62.85  70.90  67.57
 553.0  63.00  62.85  71.04  67.62
 554.0  63.00  62.85  71.05  67.62
 555.0  63.00  63.17  70.93  67.58
 556.0  63.00  62.85  70.94  67.56
 557.0  63.00  62.85  70.94  67.55
 558.0  63.00  62.85  70.95  67.55
 559.0  63.00  62.85  70.96  67.55
 560.0  63.00  62.85  70.97  67.55
 561.0  63.00  62.85  70.98  67.56
 562.0  63.00  63.17  70.86  67.53
 563.0  63.00  62.85  70.99  67.56
 564.0  63.00  62.85  71.00  67.55
 565.0  63.00  62.85  71.01  67.55
 566.0  63.00  62.85  71.02  67.55
 567.0  63.00  62.85  71.03  67.55
 568.0  63.00  62.85  71.04  67.56
 569.0  63.00  63.17  70.92  67.53
 570.0  63.00  63.17  70.92  67.52
 571.0  63.00  63.17  70.80  67.45
 572.0  63.00  63.17  70.67  67.36
 573.0  63.00  63.17  70.55  67.27
 574.0  63.00  62.85  70.55  67.22
 575.0  63.00  62.85  70.55  67.19
 576.0  63.00  63.17  70.42  67.14
 577.0  63.00  62.85  70.55  67.17
 578.0  63.00  63.17  70.42  67.12
 579.0  63.00  63.17  70.29  67.06
 580.0  63.00  63.17  70.16  67.00
 581.0  63.00  62.85  70.16  66.97
 582.0  63.00  63.17  70.02  66.94
 583.0  63.00  62.85  70.02  66.93
 584.0  63.00  63.17  70.01  66.95
 585.0  63.00  62.85  70.14  67.00
 586.0  63.00  62.85  70.27  67.06
 587.0  63.00  62.85  70.39  67.12
 588.0  63.00  62.85  70.53  67.19
 589.0  63.00  63.17  70.40  67.18
 590.0  63.00  63.17  70.27  67.15
 591.0  63.00  63.17  70.26  67.15
 592.0  63.00  62.85  70.26  67.13
 593.0  63.00  63.17  70.26  67.14
 594.0  63.00  63.17  70.26  67.13
 595.0  63.00  62.85  70.39  67.14
 596.0  63.00  63.17  70.26  67.09
 597.0  63.00  63.17  70.26  67.08
 598.0  63.00  63.17  70.12  67.01
 599.0  63.00  63.17  70.12  66.98
 600.0  63.00  63.17  69.99  66.90
 601.0  63.00  63.17  69.85  66.83
 602.0  63.00  62.85  69.84  66.80
 603.0  63.00  63.17  69.71  66.76
 604.0  63.00  63.17  69.70  66.77
 605.0  63.00  63.17  69.69  66.76
 606.0  63.00  62.85  69.81  66.79
 607.0  63.00  63.17  69.67  66.76
 608.0  63.00  63.17  69.67  66.77
 609.0  63.00  63.17  69.66  66.77
 610.0  63.00  63.17  69.52  66.72
 611.0  63.00  62.85  69.64  66.76
 612.0  63.00  63.17  69.63  66.78
 613.0  63.00  63.17  69.62  66.78
 614.0  63.00  63.17  69.61  66.78
 615.0  63.00  63.17  69.60  66.77
 616.0  63.00  63.17  69.60  66.76
 617.0  63.00  62.85  69.59  66.74
 618.0  63.00  63.17  69.58  66.76
 619.0  63.00  63.17  69.57  66.76
 620.0  63.00  62.85  69.69  66.80
 621.0  63.00  62.85  69.69  66.81
 622.0  63.00  63.17  69.68  66.85
 623.0  59.00  63.17  68.05  65.31
 624.0  59.00  63.17  66.40  63.26
 625.0  59.00  62.85  64.86  61.17
 626.0  59.00  62.85  63.17  59.16
 627.0  59.00  62.85  61.59  57.38
 628.0  59.00  63.17  59.86  55.71
 629.0  59.00  62.85  58.24  54.18
 630.0  59.00  62.85  56.60  52.76
 631.0  59.00  62.85  54.93  51.42
 632.0  59.00  62.85  53.12  50.11
 633.0  59.00  62.85  51.42  48.95
 634.0  59.00  62.85  49.70  47.90
 635.0  59.00  62.85  47.83  46.91
 636.0  59.00  62.85  45.93  46.07
 637.0  59.00  62.85  44.15  45.44
 638.0  59.00  62.85  43.97  45.51
 639.0  59.00  62.85  43.79  45.58
 640.0  59.00  62.85  43.48  45.59
 641.0  59.00  62.53  43.30  45.65
 642.0  59.00  62.53  43.12  45.73
 643.0  59.00  62.53  43.07  45.88
 644.0  59.00  62.53  42.90  45.99
 645.0  59.00  62.53  42.73  46.11
 646.0  59.00  62.53  42.56  46.23
 647.0  59.00  62.20  42.53  46.39
 648.0  59.00  62.20  42.49  46.58
 649.0  59.00  62.20  42.47  46.78
 650.0  59.00  62.20  42.44  47.00
 651.0  59.00  62.20  42.42  47.21
 652.0  59.00  61.88  42.53  47.46
 653.0  59.00  61.88  42.64  47.74
 654.0  59.00  61.88  42.77  48.02
 655.0  59.00  61.88  42.89  48.29
 656.0  59.00  61.56  43.03  48.56
 657.0  59.00  61.56  43.16  48.84
 658.0  59.00  61.56  43.31  49.14
 659.0  59.00  61.56  43.45  49.45
 660.0  59.00  61.24  43.74  49.78
 661.0  59.00  61.24  44.03  50.13
 662.0  59.00  61.24  44.19  50.44
 663.0  59.00  60.91  44.50  50.79
 664.0  59.00  60.91  44.81  51.16
 665.0  59.00  60.91  45.12  51.54
 666.0  59.00  60.91  45.44  51.91
 667.0  59.00  60.59  45.77  52.27
 668.0  59.00  60.59  46.11  52.64
 669.0  59.00  60.59  46.45  53.01
 670.0  59.00  60.27  46.94  53.42
