Q1,T1,Tsp
32.82149712000002,42.2213,41.0
32.731609440000014,42.2213,41.0
32.64172176000002,42.2213,41.0
32.55183408000001,42.2213,41.0
32.458038240000015,42.2213,41.0
32.364242400000016,42.2213,41.0
32.27337768000002,42.2213,41.0
32.18544408000002,42.2213,41.0
32.096533440000016,42.2213,41.0
32.007622800000014,42.2213,41.0
31.913826960000016,42.2213,41.0
29.75404392000003,42.5436,41.0
31.597956240000016,42.2213,41.0
29.550547280000025,42.5436,41.0
31.389574400000015,42.2213,41.0
31.297732640000014,42.2213,41.0
29.244149280000023,42.5436,41.0
31.084153440000016,42.2213,41.0
30.995242800000014,42.2213,41.0
30.906332160000012,42.2213,41.0
30.81644448000001,42.2213,41.0
30.72557976000001,42.2213,41.0
30.63471504000001,42.2213,41.0
30.54580440000001,42.2213,41.0
30.362120880000006,42.2213,41.0
30.272233200000002,42.2213,41.0
30.185276640000005,42.2213,41.0
30.094411920000006,42.2213,41.0
30.003547200000007,42.2213,41.0
29.914636560000005,42.2213,41.0
29.825725920000004,42.2213,41.0
29.730953040000003,42.2213,41.0
29.63813424,42.2213,41.0
29.5443384,42.2213,41.0
29.451519599999997,42.2213,41.0
29.36163192,42.2213,41.0
29.27369832,42.2213,41.0
29.09392296,42.2213,41.0
29.00598936,42.2213,41.0
30.871465360000037,41.898999999999994,41.0
28.848754720000002,42.2213,41.0
30.717107520000035,41.898999999999994,41.0
28.693419839999997,42.2213,41.0
30.56033424000003,41.898999999999994,41.0
30.49129104000003,41.898999999999994,41.0
30.425843840000027,41.898999999999994,41.0
30.360396640000026,41.898999999999994,41.0
30.292072640000022,41.898999999999994,41.0
30.223748640000025,41.898999999999994,41.0
30.158301440000024,41.898999999999994,41.0
30.028845440000026,41.898999999999994,41.0
29.959802240000023,41.898999999999994,41.0
29.895074240000028,41.898999999999994,41.0
29.826031040000025,41.898999999999994,41.0
29.756987840000022,41.898999999999994,41.0
29.68794464000002,41.898999999999994,41.0
31.57883816000001,41.576699999999995,41.0
31.53593168000001,41.576699999999995,41.0
31.49164112000001,41.576699999999995,41.0
31.447811920000014,41.576699999999995,41.0
29.44424952000002,41.898999999999994,41.0
31.33375896000001,41.576699999999995,41.0
31.28946840000001,41.576699999999995,41.0
31.24748464000001,41.576699999999995,41.0
31.202732720000007,41.576699999999995,41.0
31.11738112000001,41.576699999999995,41.0
31.07309056000001,41.576699999999995,41.0
31.030645440000015,41.576699999999995,41.0
30.987738960000016,41.576699999999995,41.0
30.944832480000017,41.576699999999995,41.0
30.901926000000017,41.576699999999995,41.0
30.86040360000002,41.576699999999995,41.0
30.81841984000002,41.576699999999995,41.0
30.775974720000015,41.576699999999995,41.0
30.732606880000013,41.576699999999995,41.0
30.690623120000012,41.576699999999995,41.0
32.605495760000004,41.2544,41.0
30.62694384000001,41.576699999999995,41.0
32.52411024,41.2544,41.0
30.54878784000001,41.576699999999995,41.0
30.506342720000006,41.576699999999995,41.0
32.42080832,41.2544,41.0
32.40269504,41.2544,41.0
32.38336064,41.2544,41.0
32.3646368,41.2544,41.0
32.34652352,41.2544,41.0
32.3280032,41.2544,41.0
32.30846528,41.2544,41.0
32.29014848,41.2544,41.0
32.25310784,41.2544,41.0
32.23418048,41.2544,41.0
32.21484608,41.2544,41.0
32.19612224,41.2544,41.0
32.1773984,41.2544,41.0
32.15826752,41.2544,41.0
32.138933120000004,41.2544,41.0
32.120005760000005,41.2544,41.0
32.101688960000004,41.2544,41.0
32.082354560000006,41.2544,41.0
32.06281664000001,41.2544,41.0
32.04368576000001,41.2544,41.0
32.02435136000001,41.2544,41.0
33.96336608,40.9321,41.0
32.00982464000001,41.2544,41.0
31.971562880000015,41.2544,41.0
31.953042560000014,41.2544,41.0
31.934115200000015,41.2544,41.0
33.872858320000006,40.9321,41.0
33.87785576,40.9321,41.0
31.925128400000013,41.2544,41.0
31.905997520000014,41.2544,41.0
33.84479496,40.9321,41.0
31.89247464000001,41.2544,41.0
33.83148936,40.9321,41.0
33.83626952,40.9321,41.0
33.84132128,40.9321,41.0
33.850935920000005,40.9321,41.0
33.85593336,40.9321,41.0
33.8609308,40.9321,41.0
33.865928239999995,40.9321,41.0
33.87114295999999,40.9321,41.0
33.87603176,40.9321,41.0
33.88097488,40.9321,41.0
33.88624392,40.9321,41.0
33.891458639999996,40.9321,41.0
33.896673359999994,40.9321,41.0
33.901507839999994,40.9321,41.0
33.906559599999994,40.9321,41.0
33.916771759999996,40.9321,41.0
33.921714879999996,40.9321,41.0
33.926929599999994,40.9321,41.0
33.931872719999994,40.9321,41.0
33.936815839999994,40.9321,41.0
33.94192191999999,40.9321,41.0
33.94719095999999,40.9321,41.0
33.95202543999999,40.9321,41.0
33.956914239999996,40.9321,41.0
33.961966,40.9321,41.0
33.9671264,40.9321,41.0
33.9722868,40.9321,41.0
33.97733856,40.9321,41.0
33.982336,40.9321,41.0
33.99233088,40.9321,41.0
33.99721968,40.9321,41.0
34.00227144,40.9321,41.0
34.0073232,40.9321,41.0
34.012212000000005,40.9321,41.0
34.017263760000006,40.9321,41.0
34.022478480000004,40.9321,41.0
34.027421600000004,40.9321,41.0
34.032364720000004,40.9321,41.0
34.03736216,40.9321,41.0
34.04230528,40.9321,41.0
34.04757432,40.9321,41.0
34.05773216,40.9321,41.0
34.06289256,40.9321,41.0
34.067781360000005,40.9321,41.0
34.0727788,40.9321,41.0
34.07788488,40.9321,41.0
34.08299096,40.9321,41.0
34.08815136,40.9321,41.0
34.093366079999996,40.9321,41.0
34.09836351999999,40.9321,41.0
34.10346959999999,40.9321,41.0
34.10846703999999,40.9321,41.0
34.113681759999984,40.9321,41.0
34.118842159999986,40.9321,41.0
34.12405687999998,40.9321,41.0
34.12905431999998,40.9321,41.0
34.13426903999998,40.9321,41.0
34.14393799999998,40.9321,41.0
34.149152719999975,40.9321,41.0
34.154095839999975,40.9321,41.0
34.15898463999998,40.9321,41.0
34.16392775999998,40.9321,41.0
34.16908815999998,40.9321,41.0
34.17397695999998,40.9321,41.0
34.17908303999998,40.9321,41.0
34.18435207999998,40.9321,41.0
34.18934951999998,40.9321,41.0
34.19450991999998,40.9321,41.0
34.19972463999998,40.9321,41.0
34.209882479999976,40.9321,41.0
32.25695159999999,41.2544,41.0
34.19564039999998,40.9321,41.0
34.20058351999998,40.9321,41.0
32.24805967999999,41.2544,41.0
34.18685711999998,40.9321,41.0
34.19180023999998,40.9321,41.0
34.19674335999998,40.9321,41.0
34.201740799999975,40.9321,41.0
34.206901199999976,40.9321,41.0
34.211844319999976,40.9321,41.0
34.21689607999998,40.9321,41.0
34.227053919999975,40.9321,41.0
34.23194271999998,40.9321,41.0
34.23677719999998,40.9321,41.0
34.24182895999998,40.9321,41.0
34.24688071999998,40.9321,41.0
34.25182383999998,40.9321,41.0
34.25709287999998,40.9321,41.0
32.305993679999986,41.2544,41.0
34.244899759999974,40.9321,41.0
32.292375919999984,41.2544,41.0
34.23117335999997,40.9321,41.0
32.25972215999998,41.2544,41.0
32.24079479999998,41.2544,41.0
34.17980951999997,40.9321,41.0
34.18491559999997,40.9321,41.0
34.189913039999965,40.9321,41.0
34.194747519999964,40.9321,41.0
34.19963631999997,40.9321,41.0
34.20457943999997,40.9321,41.0
34.209794159999966,40.9321,41.0
34.215008879999964,40.9321,41.0
34.22022359999996,40.9321,41.0
34.22543831999996,40.9321,41.0
32.27230391999997,41.2544,41.0
34.21131863999996,40.9321,41.0
34.21658767999996,40.9321,41.0
34.226419599999964,40.9321,41.0
32.273895759999974,41.2544,41.0
34.212747519999965,40.9321,41.0
32.260223679999974,41.2544,41.0
34.19912975999996,40.9321,41.0
34.204290159999964,40.9321,41.0
32.25196983999997,41.2544,41.0
34.19065863999997,40.9321,41.0
34.195656079999964,40.9321,41.0
34.20065351999996,40.9321,41.0
34.20586823999996,40.9321,41.0
32.25314087999997,41.2544,41.0
32.23400999999997,41.2544,41.0
34.17813079999996,40.9321,41.0
34.18307391999996,40.9321,41.0
32.23075359999997,41.2544,41.0
34.16965967999996,40.9321,41.0
34.17449415999996,40.9321,41.0
34.17932863999996,40.9321,41.0
34.184434719999956,40.9321,41.0
34.18954079999995,40.9321,41.0
34.19453823999995,40.9321,41.0
34.19958999999995,40.9321,41.0
34.20453311999995,40.9321,41.0
34.20958487999995,40.9321,41.0
34.21968839999995,40.9321,41.0
34.224848799999954,40.9321,41.0
34.230117839999956,40.9321,41.0
34.23511527999995,40.9321,41.0
34.24022135999995,40.9321,41.0
34.24543607999995,40.9321,41.0
32.29270871999996,41.2544,41.0
32.27398487999996,41.2544,41.0
32.25566807999996,41.2544,41.0
34.194465519999945,40.9321,41.0
32.241941679999954,41.2544,41.0
32.223217839999954,41.2544,41.0
32.203679919999956,41.2544,41.0
34.142694639999945,40.9321,41.0
34.15274383999994,40.9321,41.0
34.15774127999994,40.9321,41.0
32.20542095999995,41.2544,41.0
34.14416407999994,40.9321,41.0
34.149161519999936,40.9321,41.0
34.15415895999993,40.9321,41.0
34.15937367999993,40.9321,41.0
34.16437111999993,40.9321,41.0
34.169477199999925,40.9321,41.0
34.17425735999993,40.9321,41.0
34.17920047999993,40.9321,41.0
34.184415199999926,40.9321,41.0
34.19424711999993,40.9321,41.0
34.199244559999926,40.9321,41.0
34.20424199999992,40.9321,41.0
32.25192167999993,41.2544,41.0
34.190990719999924,40.9321,41.0
34.19620543999992,40.9321,41.0
34.20120287999992,40.9321,41.0
34.20625463999992,40.9321,41.0
34.21119775999992,40.9321,41.0
34.21624951999992,40.9321,41.0
34.22119263999992,40.9321,41.0
34.22624439999992,40.9321,41.0
34.23118751999992,40.9321,41.0
32.25892223999993,41.2544,41.0
34.19782831999992,40.9321,41.0
34.20282575999992,40.9321,41.0
34.207823199999915,40.9321,41.0
32.254688799999926,41.2544,41.0
34.19375783999992,40.9321,41.0
32.24123399999993,41.2544,41.0
32.22230663999993,41.2544,41.0
32.20276871999993,41.2544,41.0
34.14151183999992,40.9321,41.0
34.14650927999992,40.9321,41.0
32.19337487999993,41.2544,41.0
32.17424399999993,41.2544,41.0
32.13761039999993,41.2544,41.0
34.07635351999992,40.9321,41.0
32.12382967999993,41.2544,41.0
34.06273575999992,40.9321,41.0
100.0,40.9321,57.0
100.0,41.2544,57.0
100.0,41.2544,57.0
100.0,41.2544,57.0
100.0,41.2544,57.0
100.0,41.2544,57.0
100.0,41.2544,57.0
100.0,41.2544,57.0
100.0,41.576699999999995,57.0
100.0,41.576699999999995,57.0
100.0,41.898999999999994,57.0
100.0,41.898999999999994,57.0
100.0,41.898999999999994,57.0
100.0,42.2213,57.0
100.0,42.2213,57.0
100.0,42.2213,57.0
100.0,42.5436,57.0
100.0,42.5436,57.0
100.0,42.865899999999996,57.0
100.0,42.865899999999996,57.0
100.0,43.188199999999995,57.0
100.0,43.51049999999999,57.0
100.0,43.51049999999999,57.0
100.0,43.8328,57.0
100.0,43.8328,57.0
100.0,44.1551,57.0
100.0,44.1551,57.0
100.0,44.477399999999996,57.0
100.0,44.799699999999994,57.0
100.0,44.799699999999994,57.0
100.0,45.122,57.0
100.0,45.122,57.0
100.0,45.7666,57.0
100.0,45.7666,57.0
99.92499271999995,46.088899999999995,57.0
100.0,46.088899999999995,57.0
98.76205735999997,46.411199999999994,57.0
99.53292199999994,46.411199999999994,57.0
98.34652319999992,46.7335,57.0
97.16052703999993,47.0558,57.0
97.89242015999994,47.0558,57.0
96.66679199999993,47.378099999999996,57.0
97.37496383999994,47.378099999999996,57.0
94.84318607999997,48.02269999999999,57.0
95.53982455999994,48.02269999999999,57.0
94.2568805599999,48.345,57.0
94.9008125599999,48.345,57.0
93.58696543999993,48.6673,57.0
92.24273087999995,48.989599999999996,57.0
92.83229631999995,48.989599999999996,57.0
91.46434047999995,49.311899999999994,57.0
92.02403415999996,49.311899999999994,57.0
90.62646439999995,49.63419999999999,57.0
91.16858727999995,49.63419999999999,57.0
89.75882367999992,49.9565,57.0
88.31970399999994,50.2788,57.0
87.32270295999994,50.601099999999995,57.0
87.79878111999994,50.601099999999995,57.0
88.26974015999997,50.601099999999995,57.0
86.77831663999996,50.923399999999994,57.0
85.26803311999993,51.2457,57.0
85.68694615999995,51.2457,57.0
84.14859575999995,51.568,57.0
84.56142775999993,51.568,57.0
83.00370167999995,51.890299999999996,57.0
83.37568783999997,51.890299999999996,57.0
81.79041056,52.212599999999995,57.0
82.50277567999996,52.212599999999995,57.0
80.89760704,52.53489999999999,57.0
81.22266631999997,52.53489999999999,57.0
79.60040487999996,52.8572,57.0
79.89205799999996,52.8572,57.0
78.23333399999996,53.1795,57.0
78.52063559999995,53.1795,57.0
78.80182439999997,53.1795,57.0
77.11989479999997,53.501799999999996,57.0
77.37456375999997,53.501799999999996,57.0
77.63762839999998,53.501799999999996,57.0
76.16878015999998,53.824099999999994,57.0
76.40506711999998,53.824099999999994,57.0
74.68129207999999,54.14639999999999,57.0
74.89131704000002,54.14639999999999,57.0
73.14787079999996,54.4687,57.0
73.33417447999996,54.4687,57.0
73.52452823999997,54.4687,57.0
71.75154343999998,54.791,57.0
71.91412583999998,54.791,57.0
72.07494103999997,54.791,57.0
72.23752343999996,54.791,57.0
70.44258455999999,55.113299999999995,57.0
70.72181615999997,55.113299999999995,57.0
70.85916791999999,55.113299999999995,57.0
69.04301079999999,55.435599999999994,57.0
69.15815064,55.435599999999994,57.0
69.27078743999999,55.435599999999994,57.0
69.38467576,55.435599999999994,57.0
69.49856408,55.435599999999994,57.0
67.65518896,55.75789999999999,57.0
67.75157592,55.75789999999999,57.0
67.8420008,55.75789999999999,57.0
67.93242568,55.75789999999999,57.0
66.06705879999996,56.0802,57.0
66.20098167999997,56.0802,57.0
66.27162231999998,56.0802,57.0
66.33858375999998,56.0802,57.0
64.45019375999998,56.402499999999996,57.0
66.45316271999997,56.0802,57.0
64.56525072,56.402499999999996,57.0
64.60827071999998,56.402499999999996,57.0
64.65129071999999,56.402499999999996,57.0
64.69431071999998,56.402499999999996,57.0
64.73972071999998,56.402499999999996,57.0
62.82617543999999,56.724799999999995,57.0
62.84687047999999,56.724799999999995,57.0
62.88715975999999,56.724799999999995,57.0
62.90829511999999,56.724799999999995,57.0
62.92943047999999,56.724799999999995,57.0
60.992088560000006,57.04709999999999,57.0
62.945923119999996,56.724799999999995,57.0
61.00854352,57.04709999999999,57.0
62.96259823999999,56.724799999999995,57.0
61.02521864,57.04709999999999,57.0
61.021827439999996,57.04709999999999,57.0
61.01843623999999,57.04709999999999,57.0
61.01485663999999,57.04709999999999,57.0
61.01146543999999,57.04709999999999,57.0
61.00796119999999,57.04709999999999,57.0
61.001103439999994,57.04709999999999,57.0
60.997599199999996,57.04709999999999,57.0
60.99424568,57.04709999999999,57.0
60.9908168,57.04709999999999,57.0
60.98727488,57.04709999999999,57.0
60.983846,57.04709999999999,57.0
59.021971599999965,57.3694,57.0
60.95234272,57.04709999999999,57.0
58.99046831999996,57.3694,57.0
60.920801759999996,57.04709999999999,57.0
58.95863183999997,57.3694,57.0
58.930261919999964,57.3694,57.0
58.902483039999964,57.3694,57.0
58.87381759999997,57.3694,57.0
58.81973743999997,57.3694,57.0
58.79225407999997,57.3694,57.0
58.76536175999997,57.3694,57.0
58.73699183999997,57.3694,57.0
58.70862191999997,57.3694,57.0
58.68084303999997,57.3694,57.0
58.653655199999974,57.3694,57.0
58.625876319999975,57.3694,57.0
58.599279519999975,57.3694,57.0
58.572682719999975,57.3694,57.0
58.54519935999998,57.3694,57.0
58.51771599999997,57.3694,57.0
58.49082367999997,57.3694,57.0
58.43526591999997,57.3694,57.0
60.365599360000004,57.04709999999999,57.0
58.40490703999997,57.3694,57.0
58.37712815999997,57.3694,57.0
58.34905375999997,57.3694,57.0
58.32245695999997,57.3694,57.0
58.29615567999997,57.3694,57.0
58.268967839999966,57.3694,57.0
58.24148447999997,57.3694,57.0
58.21429663999997,57.3694,57.0
58.18740431999997,57.3694,57.0
58.13214207999997,57.3694,57.0
58.105840799999974,57.3694,57.0
58.07894847999997,57.3694,57.0
58.05205615999997,57.3694,57.0
58.02368623999997,57.3694,57.0
57.996793919999966,57.3694,57.0
59.92720272,57.04709999999999,57.0
59.923623119999995,57.04709999999999,57.0
59.920156559999995,57.04709999999999,57.0
57.95946423999996,57.3694,57.0
59.88983535999999,57.04709999999999,57.0
59.88621807999999,57.04709999999999,57.0
59.87928495999999,57.04709999999999,57.0
59.87589375999999,57.04709999999999,57.0
59.87242719999999,57.04709999999999,57.0
59.86899831999999,57.04709999999999,57.0
59.86553175999999,57.04709999999999,57.0
59.862140559999986,57.04709999999999,57.0
57.901152719999956,57.3694,57.0
57.87337383999996,57.3694,57.0
59.80378263999999,57.04709999999999,57.0
59.800203039999985,57.04709999999999,57.0
59.796736479999986,57.04709999999999,57.0
59.790029439999984,57.04709999999999,57.0
59.786525199999986,57.04709999999999,57.0
59.78302095999999,57.04709999999999,57.0
59.77940367999999,57.04709999999999,57.0
59.77605015999999,57.04709999999999,57.0
59.77269663999999,57.04709999999999,57.0
59.76923007999999,57.04709999999999,57.0
59.76580119999999,57.04709999999999,57.0
59.76237231999999,57.04709999999999,57.0
59.75894343999999,57.04709999999999,57.0
59.75540151999999,57.04709999999999,57.0
59.74835535999999,57.04709999999999,57.0
59.74473807999999,57.04709999999999,57.0
59.74130919999999,57.04709999999999,57.0
59.73765423999999,57.04709999999999,57.0
59.73407463999999,57.04709999999999,57.0
59.73045735999999,57.04709999999999,57.0
59.72702847999999,57.04709999999999,57.0
59.72356191999999,57.04709999999999,57.0
59.72001999999999,57.04709999999999,57.0
59.716478079999995,57.04709999999999,57.0
59.713011519999995,57.04709999999999,57.0
59.709544959999995,57.04709999999999,57.0
59.706078399999996,57.04709999999999,57.0
59.70257416,57.04709999999999,57.0
59.69567872,57.04709999999999,57.0
59.692061439999996,57.04709999999999,57.0
59.688632559999995,57.04709999999999,57.0
59.685203679999994,57.04709999999999,57.0
59.68158639999999,57.04709999999999,57.0
59.678082159999995,57.04709999999999,57.0
59.674615599999996,57.04709999999999,57.0
59.67111136,57.04709999999999,57.0
59.667682479999996,57.04709999999999,57.0
59.664253599999995,57.04709999999999,57.0
59.660787039999995,57.04709999999999,57.0
59.657358159999994,57.04709999999999,57.0
59.65046271999999,57.04709999999999,57.0
59.64688311999999,57.04709999999999,57.0
59.64345423999999,57.04709999999999,57.0
59.64006303999999,57.04709999999999,57.0
59.636671839999984,57.04709999999999,57.0
59.633205279999984,57.04709999999999,57.0
59.62977639999998,57.04709999999999,57.0
59.62634751999998,57.04709999999999,57.0
59.62291863999998,57.04709999999999,57.0
59.619376719999984,57.04709999999999,57.0
59.61594783999998,57.04709999999999,57.0
59.60893935999999,57.04709999999999,57.0
59.605510479999985,57.04709999999999,57.0
59.60193087999998,57.04709999999999,57.0
59.598464319999984,57.04709999999999,57.0
59.59503543999998,57.04709999999999,57.0
59.59141815999998,57.04709999999999,57.0
59.58802695999998,57.04709999999999,57.0
59.58456039999998,57.04709999999999,57.0
59.58109383999998,57.04709999999999,57.0
59.57770263999998,57.04709999999999,57.0
59.574311439999974,57.04709999999999,57.0
59.570844879999974,57.04709999999999,57.0
59.563761039999974,57.04709999999999,57.0
59.560294479999975,57.04709999999999,57.0
59.55686559999997,57.04709999999999,57.0
59.55347439999997,57.04709999999999,57.0
59.549932479999974,57.04709999999999,57.0
59.54635287999997,57.04709999999999,57.0
59.54273559999997,57.04709999999999,57.0
59.53930671999997,57.04709999999999,57.0
59.53568943999997,57.04709999999999,57.0
59.53222287999997,57.04709999999999,57.0
61.486277599999966,56.724799999999995,57.0
59.54904871999997,57.04709999999999,57.0
59.54561983999997,57.04709999999999,57.0
61.52080991999996,56.724799999999995,57.0
61.541945279999965,56.724799999999995,57.0
59.60471639999997,57.04709999999999,57.0
61.55855095999996,56.724799999999995,57.0
61.57858551999996,56.724799999999995,57.0
61.60016119999996,56.724799999999995,57.0
61.621296559999955,56.724799999999995,57.0
59.683879279999964,57.04709999999999,57.0
59.680375039999966,57.04709999999999,57.0
61.634870079999956,56.724799999999995,57.0
59.697641199999964,57.04709999999999,57.0
59.694174639999964,57.04709999999999,57.0
59.69074575999996,57.04709999999999,57.0
61.64480047999995,56.724799999999995,57.0
59.70418039999996,57.04709999999999,57.0
59.700676159999965,57.04709999999999,57.0
61.65539135999996,56.724799999999995,57.0
61.67564607999996,56.724799999999995,57.0
59.73845487999996,57.04709999999999,57.0
59.73502599999996,57.04709999999999,57.0
59.73155943999996,57.04709999999999,57.0
61.68605447999995,56.724799999999995,57.0
59.74878791999996,57.04709999999999,57.0
61.703062799999955,56.724799999999995,57.0
59.765796239999965,57.04709999999999,57.0
61.740325839999954,56.724799999999995,57.0
59.80298391999997,57.04709999999999,57.0
59.799555039999966,57.04709999999999,57.0
61.75449039999996,56.724799999999995,57.0
59.81726151999997,57.04709999999999,57.0
61.77131623999996,56.724799999999995,57.0
61.79157095999996,56.724799999999995,57.0
59.85434207999997,57.04709999999999,57.0
61.80817663999996,56.724799999999995,57.0
59.870910079999966,57.04709999999999,57.0
59.867292799999966,57.04709999999999,57.0
61.821347519999954,56.724799999999995,57.0
59.88411863999996,57.04709999999999,57.0
59.877110159999965,57.04709999999999,57.0
61.830944719999955,56.724799999999995,57.0
59.893678159999965,57.04709999999999,57.0
59.89024927999996,57.04709999999999,57.0
59.88682039999996,57.04709999999999,57.0
59.88339151999996,57.04709999999999,57.0
59.87981191999996,57.04709999999999,57.0
61.83364647999995,56.724799999999995,57.0
59.896455279999955,57.04709999999999,57.0
61.85050999999994,56.724799999999995,57.0
59.91328111999995,57.04709999999999,57.0
61.86843663999994,56.724799999999995,57.0
59.92766583999995,57.04709999999999,57.0
59.924161599999955,57.04709999999999,57.0
61.87909695999995,56.724799999999995,57.0
59.941868079999956,57.04709999999999,57.0
59.938439199999955,57.04709999999999,57.0
59.934784239999956,57.04709999999999,57.0
59.93139303999995,57.04709999999999,57.0
59.92785111999996,57.04709999999999,57.0
61.88234615999995,56.724799999999995,57.0
61.902600879999945,56.724799999999995,57.0
61.923295919999944,56.724799999999995,57.0
59.986029359999954,57.04709999999999,57.0
59.979058559999956,57.04709999999999,57.0
59.975478959999954,57.04709999999999,57.0
59.972012399999954,57.04709999999999,57.0
59.96858351999995,57.04709999999999,57.0
59.96496623999995,57.04709999999999,57.0
59.961424319999956,57.04709999999999,57.0
59.957844719999954,57.04709999999999,57.0
59.954340479999956,57.04709999999999,57.0
59.95094927999995,57.04709999999999,57.0
59.947633439999954,57.04709999999999,57.0
59.944016159999954,57.04709999999999,57.0
59.940361199999955,57.04709999999999,57.0
